RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
290,15987161,Smith,713,unknown,other,47,6.0,86696.75854365986,2,1,0,23230.199768819595,1
291,15039175,Muller,500,France,Female,30,8.0,3694.130704324597,2,0,1,80844.64402961425,0
292,15964602,Kim,592,Spain,Female,21,4.0,18065.772289198765,4,0,0,120734.42282744753,0
293,15690585,Jones,699,Germany,other,59,3.0,95712.65148878885,3,0,0,19937.42756956965,0
294,15444675,Lee,426,unknown,Female,63,8.0,42887.13475215301,4,1,1,53689.20143130742,1
295,15526598,Williams,374,Germany,Male,43,7.0,190996.37431898422,1,99,0,14659.61324708941,0
296,15578453,Williams,473,Spain,Male,64,0.0,30718.774387092373,3,99,0,42645.611948253594,0
297,15771123,Smith,511,France,Male,37,1.0,2402.5678500255412,3,1,0,187890.1068297701,0
298,15315349,Garcia,489,Spain,other,28,0.0,108028.36637908724,4,0,1,51034.353843950325,1
299,15883873,Kim,835,France,other,43,2.0,198878.8587998707,3,1,1,45250.1785270439,0
300,15091972,Smith,410,unknown,other,58,10.0,53627.71956906903,3,0,0,162798.68080953186,0
301,15635942,Smith,311,France,other,30,3.0,183955.13596944525,2,99,1,153144.22054149138,1
302,15184342,Smith,422,Germany,other,61,5.0,2436.0528364676497,2,99,1,136910.03880561356,1
303,15152414,Lee,582,unknown,Female,23,1.0,208514.70206084085,1,99,0,65007.297748422236,0
304,15075340,Smith,356,Germany,other,61,2.0,209451.47748945083,4,99,0,119447.56209446635,1
305,15068216,Jones,697,unknown,Male,32,8.0,168718.2146472214,1,0,1,126831.72775000402,1
306,15076012,Jones,538,Germany,Female,55,2.0,71412.37680942948,1,99,1,34784.59343501918,0
307,15540643,Jones,347,unknown,Male,54,5.0,73373.62161890563,4,0,1,106696.23933103899,1
308,15740560,Brown,704,Germany,Male,68,7.0,158187.9525785395,1,99,0,36289.53756279346,1
309,15578379,Jones,383,Germany,Male,37,5.0,48779.67384257664,1,0,1,189198.0185377433,0
310,15300254,Garcia,507,Germany,Male,50,6.0,223823.10894806348,3,0,0,197030.67456338133,0
311,15826867,Muller,691,Spain,other,52,9.0,84285.65866036525,4,99,0,70806.12055684047,1
312,15227692,Smith,730,Germany,other,61,2.0,103113.14254211729,2,99,1,65018.20743037714,1
313,15215619,Muller,403,France,Male,38,5.0,59831.71014123326,1,0,1,163510.0533048677,1
314,15855944,Williams,595,Germany,other,46,8.0,158171.68206372275,1,0,1,79766.16578902534,0
315,15380095,Brown,562,France,Female,24,,3222.950650708736,1,0,0,195709.24246515174,1
316,15734131,Lee,360,unknown,other,42,6.0,107093.34062796168,1,99,1,152188.46758247996,1
317,15135283,Lee,385,France,other,45,9.0,214769.80521716177,4,99,0,29581.209233973965,0
318,15386253,Williams,645,France,Male,29,10.0,218801.85722663367,3,1,0,62104.13339708933,0
319,15925172,Smith,781,unknown,Male,44,0.0,212580.70815186243,3,1,0,58005.28928453149,1
320,15385858,Jones,548,France,Male,41,,116466.1451319973,2,99,0,127095.62185634028,1
321,15169506,Smith,735,unknown,other,47,0.0,225851.1325425982,4,1,1,187171.8694650969,0
322,15044822,Kim,696,Spain,Female,56,0.0,178740.11830381592,2,1,0,17179.44666198252,1
323,15163227,Muller,547,unknown,Male,29,9.0,79256.99021316168,3,99,1,188248.96714440492,0
324,15062597,Lee,379,France,Female,47,9.0,86135.73822448395,2,0,1,42987.468418659264,0
325,15594103,Kim,484,France,other,23,6.0,147455.2941324973,1,0,0,98068.22067559903,1
326,15686117,Smith,639,Spain,Female,50,1.0,182479.3483198872,2,0,0,56025.37216759986,1
327,15485818,Williams,682,unknown,Female,47,7.0,169764.83567337057,4,0,1,16892.56905700606,0
328,15758051,Brown,433,France,Male,20,8.0,5134.07231152822,2,99,0,177461.55519026538,1
329,15882624,Brown,445,unknown,other,18,0.0,102982.07945584194,3,99,0,64191.121280390726,0
330,15417509,Garcia,376,unknown,Male,39,5.0,4950.015669403442,4,99,1,98703.41186284366,1
331,15119230,Kim,492,unknown,other,31,2.0,98597.77864816452,2,1,1,78499.61088734568,0
332,15262511,Muller,587,Spain,Male,69,10.0,136791.8947377224,2,1,1,2192.531099276722,1
333,15641062,Lee,577,Germany,Male,32,10.0,60004.05973883312,1,99,1,126567.45777783604,0
334,15961831,Jones,726,France,other,48,10.0,130058.51968489353,1,1,1,63446.58197283976,1
335,15945598,Kim,474,Spain,Male,43,2.0,206919.1948069088,1,0,0,118201.86328203249,0
336,15195644,Jones,443,France,Female,38,9.0,172546.44280609736,2,1,0,5543.720436574769,1
337,15793904,Muller,706,Germany,Male,38,1.0,112350.36564616614,2,0,0,195038.8506783496,1
338,15058214,Jones,696,unknown,other,27,0.0,176239.68459194008,2,0,1,118750.91793291828,0
339,15741912,Garcia,553,France,other,22,9.0,198726.43884343418,3,0,0,99878.78806526719,0
340,15677802,Jones,648,unknown,Female,65,1.0,92915.51401539506,4,99,1,8814.995033491241,1
341,15906119,Smith,545,unknown,Male,32,4.0,4329.453729704194,4,1,0,86863.66695179108,0
342,15680113,Kim,801,Germany,Male,51,2.0,180859.0402806937,3,99,1,50276.761706837315,0
343,15215946,Muller,789,France,Female,36,10.0,72922.60348350563,1,1,0,70858.2855845128,0
344,15977213,Lee,450,Spain,Female,23,7.0,223545.85039897088,3,1,1,70166.4805874152,0
345,15979681,Garcia,724,Germany,other,37,8.0,200979.94610118747,3,99,1,190664.6516806353,0
346,15456838,Muller,315,Germany,Female,38,8.0,26334.066753797943,4,1,0,164594.34311426777,0
347,15668980,Brown,771,Germany,other,31,6.0,128577.40465725644,3,99,0,18579.964324238226,1
348,15159505,Muller,745,Spain,Male,42,8.0,59519.934200918964,4,0,0,29415.955423636926,1
349,15632964,Brown,740,Spain,Male,38,6.0,168021.4791560379,4,99,0,142366.7817090207,0
350,15132481,Lee,520,France,Male,46,6.0,73208.03603307279,4,99,1,76651.60837229405,1
351,15215146,Lee,441,France,Male,51,3.0,163752.55550600417,4,1,1,69212.43118856424,0
352,15281834,Lee,579,Germany,Female,64,7.0,228044.68581732523,4,1,0,69692.6754509179,0
353,15912184,Garcia,333,Spain,Male,18,6.0,239410.10739171063,3,0,1,40983.85180662675,1
354,15065526,Kim,351,unknown,other,36,3.0,60299.68009464481,2,1,0,151683.73159783322,0
355,15262811,Brown,811,Germany,Female,27,7.0,80109.33726212857,3,1,1,,1
356,15374369,Kim,813,Germany,Male,47,6.0,101144.01757530337,4,0,0,78640.73348684555,0
357,15309749,Muller,772,France,Female,20,6.0,90523.14623167519,2,99,0,32593.820057626195,1
358,15309250,Jones,703,Germany,Female,45,0.0,136577.59603044073,1,0,1,113337.86845479041,0
359,15588518,Kim,593,France,Female,30,9.0,186185.67454521815,2,1,0,178360.3772596086,0
360,15348197,Brown,418,Germany,Female,67,,112113.34062986742,1,1,1,108419.68806545879,0
361,15105757,Jones,546,France,Male,43,10.0,197840.73302814362,4,1,1,83162.56293546336,0
362,15129276,Muller,758,Spain,Female,22,,83870.1107019953,4,99,0,120443.9145898434,0
363,15118764,Garcia,484,Spain,Male,43,3.0,23294.00886672138,4,0,1,26792.77126869964,0
364,15086527,Jones,471,unknown,other,48,3.0,35311.944623792544,3,0,0,46632.715409483855,1
365,15853608,Lee,455,France,other,64,10.0,11459.360696015243,1,99,0,58284.86834409392,1
366,15979972,Lee,531,Germany,Male,39,5.0,200133.86038210764,2,1,1,127005.17900201773,0
367,15191297,Kim,312,Spain,Male,63,1.0,35182.00651288199,4,1,1,85961.92601411692,1
368,15600522,Williams,661,Germany,Male,33,2.0,168163.26457511837,2,99,1,168325.63884862897,0
369,15562362,Lee,574,Spain,Male,21,4.0,58962.70445537984,1,0,0,33460.4725173412,0
370,15945411,Jones,543,France,Male,28,10.0,149982.57003814017,3,99,0,116347.86811557702,0
371,15837653,Jones,326,unknown,other,61,2.0,66443.52191419835,3,99,1,121667.52875202993,0
372,15134358,Smith,551,Spain,Female,37,3.0,134050.2158449507,2,0,1,43945.453421596634,1
373,15268033,Muller,622,Germany,other,64,9.0,35406.37311637386,1,99,1,112504.24617295882,1
374,15962733,Garcia,460,France,Female,53,5.0,8559.998991074928,1,99,1,144984.50497046456,1
375,15185060,Jones,792,unknown,other,32,9.0,67907.01949062708,4,1,0,67134.66097953958,0
376,15511032,Muller,720,France,Female,68,7.0,158605.70053810097,2,99,1,51286.735575332306,1
377,15726304,Kim,381,Spain,other,44,1.0,224058.72153057434,2,1,1,152199.48095636067,0
378,15411355,,569,unknown,Male,25,9.0,29134.061163511644,4,99,0,162457.66105279644,1
379,15270949,Kim,306,Spain,Female,57,2.0,,2,1,0,185911.3507672785,1
380,15900148,Garcia,534,France,Female,56,7.0,36553.04118562456,3,0,1,199450.35584578663,1
381,15782542,Jones,736,France,other,20,1.0,153643.5535629508,4,99,1,60850.50317520185,0
382,15235051,Williams,696,Germany,other,43,1.0,125355.25718323335,4,0,0,112884.4425176562,1
383,15628149,Kim,835,unknown,other,48,6.0,,3,99,1,98258.98001163827,1
384,15745695,Muller,669,Spain,Female,29,2.0,240671.12564313473,3,0,0,135914.8613207595,1
385,15628764,Garcia,753,France,Female,50,0.0,203216.57379524058,1,0,1,173576.65766906922,1
386,15405083,Smith,637,unknown,Male,68,7.0,55378.16562709193,4,0,1,100258.00197908081,1
387,15514075,Garcia,760,Germany,Male,66,2.0,224862.1442182497,4,1,1,73625.36049690236,0
388,15516490,Smith,710,Germany,Female,51,9.0,142791.1088161442,3,1,0,105239.26500878371,0
389,15826483,Lee,367,Spain,Female,54,6.0,241066.30940074314,4,1,1,178852.48363882856,1
390,15354979,Brown,355,unknown,Female,45,0.0,138156.4853928383,2,1,0,99239.38950141193,1
391,15224487,Williams,317,unknown,other,48,,92728.4633635343,4,1,0,10067.268922025596,1
392,15947103,Smith,517,Germany,Female,52,8.0,196762.33214954947,2,1,1,115092.54589586388,1
393,15039483,Muller,707,France,other,35,7.0,130223.34634466261,1,1,1,13410.7650299035,0
394,15213963,Brown,431,France,Female,28,0.0,47337.2178821496,1,1,1,128325.19481764897,0
395,15062208,Jones,621,unknown,other,29,1.0,33622.49081030582,4,0,1,19182.568207321445,1
396,15638405,Muller,670,Germany,Male,30,4.0,223432.71152588038,4,1,0,33885.6230293759,1
397,15104661,Kim,733,unknown,Female,53,3.0,226919.45685277155,2,0,0,160426.47640202293,1
398,15641890,Garcia,382,Germany,other,22,5.0,13021.177603336298,4,99,0,96073.38897247316,0
399,15333294,Brown,711,Germany,Female,55,3.0,120172.73888309168,4,1,1,10124.824650418903,0
400,15474302,,552,Germany,Male,37,3.0,179894.0028382494,2,99,0,73257.22360451357,1
401,15893616,Lee,655,Germany,Male,57,7.0,186494.65858287498,2,0,1,162415.81306870002,1
402,15015031,Kim,501,unknown,other,28,5.0,149858.82034623917,4,0,0,172729.13221444754,1
403,15591576,Williams,626,unknown,Male,24,7.0,15137.458529225092,4,1,1,67195.75379147405,1
404,15085549,Williams,451,Spain,Female,34,8.0,55718.53193931848,2,0,0,85107.84650676804,1
405,15900753,Jones,379,unknown,Female,58,5.0,228420.78092546872,2,99,1,87753.83855466425,1
406,15354010,Smith,557,unknown,Male,19,8.0,20555.940637631844,3,99,0,154486.73392215814,1
407,15348904,Brown,446,France,other,50,5.0,215619.96834018355,4,99,1,99582.15188785268,0
408,15309864,Jones,574,Germany,Female,58,6.0,188817.64684482137,2,0,1,148308.35920616754,0
409,15749517,Lee,305,unknown,Male,60,10.0,129351.81648082871,4,0,1,147546.7107678287,0
410,15620171,Muller,338,Spain,other,65,4.0,66831.11064829379,4,0,0,123776.1587759261,1
411,15595587,Williams,370,France,Female,49,8.0,194475.90974284097,1,1,1,13532.266486516792,1
412,15261521,Garcia,400,unknown,Male,68,9.0,116560.22509828152,2,99,0,195055.23936876637,0
413,15694569,Brown,446,Germany,Female,18,4.0,,1,1,0,170686.69639446106,0
414,15097121,Williams,687,Germany,Female,29,6.0,133003.7750001524,1,99,0,89986.30689895785,1
415,15146448,Muller,794,Germany,Male,20,10.0,95376.82142054653,2,0,1,151257.59718541903,1
416,15650424,Brown,503,Germany,Female,28,5.0,167559.89050307416,3,0,0,100500.76540736915,0
417,15751803,Williams,825,France,Female,58,10.0,180110.63771966612,4,1,1,11047.756928647897,0
418,15300032,Kim,734,unknown,Male,37,9.0,233889.8946155044,2,0,1,193335.26856177574,0
419,15268265,Williams,362,France,other,34,8.0,94171.3709040328,1,0,1,195588.33151124892,1
420,15743005,Garcia,643,France,other,23,6.0,132352.60767737642,1,1,0,56650.23541259715,1
421,15753383,Williams,660,Spain,Male,28,7.0,222186.75822050788,3,99,1,35345.1560190687,1
422,15750392,Jones,331,Germany,other,57,1.0,98299.43519254377,2,0,0,110954.62027149975,1
423,15748073,Smith,821,France,Male,57,9.0,125406.65818176031,2,1,0,102706.07449851959,1
424,15978344,Smith,501,Germany,other,58,9.0,20040.279810893488,3,99,1,155599.31232199955,0
425,15661358,Smith,708,France,Female,32,9.0,155642.24164194585,4,0,0,139325.68478080034,0
426,15922037,Smith,447,Spain,Male,42,0.0,99503.09424125699,3,1,0,143760.42664822924,1
427,15317338,Lee,419,Germany,Male,57,3.0,115576.17251011466,2,99,0,107785.95991462882,0
428,15224138,Smith,303,unknown,Female,38,10.0,218351.1850093395,4,1,1,166595.54525138947,1
429,15474001,Kim,323,Spain,Male,68,10.0,118600.06946848007,4,99,0,177240.91591322186,1
430,15141754,Kim,386,unknown,other,62,,212005.85859325615,4,99,1,76535.23130086114,0
431,15861078,Muller,644,unknown,Female,57,9.0,184346.79187006984,2,0,1,111615.35458081959,1
432,15673668,Kim,436,France,Male,26,1.0,70998.30336395794,1,0,0,133156.59697527802,1
433,15291533,Jones,682,Spain,Male,21,6.0,230280.9138554309,2,99,0,184243.39318356378,0
434,15605144,Garcia,755,Germany,Female,61,1.0,,3,1,1,131316.80220885857,1
435,15080165,Muller,775,Germany,Male,61,9.0,742.2970817261076,2,0,1,124171.54053240798,0
436,15956622,Williams,779,France,other,31,6.0,134211.4119371915,4,1,1,,1
437,15744012,Garcia,554,unknown,Female,31,5.0,228364.15810358385,3,1,1,60603.837578637584,1
438,15606551,Kim,486,Germany,Male,54,9.0,219104.71747477568,4,0,1,84448.61978584884,1
439,15781802,Garcia,597,France,Female,48,6.0,115542.78434968859,2,99,1,136098.46251094554,0
440,15271104,Lee,805,Germany,Male,62,0.0,201883.6371770569,1,99,0,124438.0233396999,1
441,15511898,Jones,555,Germany,Female,60,1.0,155648.6696294967,4,1,0,121939.19964449714,1
442,15162206,Jones,839,Germany,other,34,4.0,38352.78380804332,3,1,0,192607.31462572038,1
443,15350752,Smith,654,Germany,Male,67,1.0,133962.53211960595,4,1,1,142440.52519023637,1
444,15074364,Muller,607,France,other,44,0.0,248887.51138943026,4,99,1,85020.85618720771,1
445,15632705,Muller,803,unknown,Male,29,6.0,76616.48167823422,2,1,1,44360.902708145215,1
446,15234456,Lee,764,Spain,Female,52,2.0,112015.32322649698,2,99,0,49097.36211426899,0
447,15674473,Lee,716,Germany,other,64,9.0,124507.68423441504,1,1,1,36957.16555531687,1
448,15976904,Garcia,789,Spain,other,18,6.0,161588.38385428066,1,0,0,46001.576608553056,0
449,15417916,Garcia,729,France,Female,53,5.0,200746.79613057003,4,99,1,113731.90376364309,0
450,15974364,Smith,543,Germany,Female,19,7.0,89999.28408457176,4,0,0,20885.894816735414,0
451,15201753,Garcia,768,Germany,Male,45,4.0,54746.17373001896,4,99,0,104235.3100807227,0
452,15669023,Kim,764,Germany,other,49,0.0,238546.63514341315,2,99,0,68906.85731877209,0
453,15928100,Garcia,417,France,Female,18,,107558.51151768569,3,0,1,19473.62238012427,1
454,15993373,Brown,511,Spain,Male,26,6.0,108424.88386395341,1,0,1,82878.06916572245,1
455,15977994,Brown,302,Germany,Male,40,5.0,113827.38195074546,4,99,0,13276.854948948127,1
456,15670969,Lee,726,Spain,other,46,7.0,157760.50751420294,3,99,1,148724.4139103072,1
457,15991264,Brown,661,Spain,Male,37,1.0,192492.84864959208,4,0,0,33529.684961237195,0
458,15058076,Kim,722,France,Male,65,1.0,126641.97007565244,4,1,0,147485.77676016433,1
459,15978408,Muller,745,Spain,other,53,3.0,132377.4609742863,1,0,0,168942.29243340812,0
460,15956113,Brown,605,Spain,other,56,5.0,211670.10955335706,1,0,0,13355.667667328269,0
461,15332867,Williams,365,Germany,other,36,6.0,147384.7676874392,3,0,0,198697.58555623872,0
462,15663474,Lee,842,France,Male,57,6.0,221644.01342127047,1,99,1,102312.64731209137,1
463,15262734,Brown,718,Spain,Female,20,4.0,73447.4199333614,1,0,0,65241.04586481763,1
464,15694449,Williams,515,Germany,Female,57,3.0,167364.9729851721,3,1,0,92333.47446963993,0
465,15697714,Brown,451,Spain,Female,44,3.0,219950.17440706844,2,99,1,56895.54622581954,1
466,15054115,Kim,515,Germany,Female,58,7.0,159646.30876240475,4,99,1,26209.000041173866,0
467,15540636,Williams,656,Spain,Male,33,4.0,224718.82753521312,1,0,1,901.7767206738222,0
468,15428309,Jones,677,France,Female,20,0.0,199352.0007184784,4,0,1,134759.8952558072,0
469,15786481,Smith,573,Spain,Male,49,3.0,33603.68167408662,1,1,1,5602.222795469933,1
470,15874571,Kim,558,France,Male,58,6.0,171565.74273623395,3,99,1,194658.89395071537,0
471,15016578,Brown,301,unknown,other,56,5.0,75567.38390918451,4,1,1,90552.73056553211,0
472,15129386,Williams,603,Spain,other,33,10.0,233185.32029874355,3,99,0,49426.71634907679,0
473,15759540,Brown,424,Germany,Male,61,10.0,182013.10232740332,3,99,0,151540.80826175242,0
474,15398747,Williams,607,unknown,Female,28,1.0,86906.59573705759,1,1,1,112268.05363785615,0
475,15712357,Brown,596,Germany,Female,37,4.0,101611.90074163096,3,0,1,118203.34946609937,0
476,15678301,Williams,590,unknown,Female,33,6.0,168384.6572973716,4,99,0,16413.646656769528,0
477,15147379,Lee,522,France,Male,42,0.0,,2,0,1,7321.214725651916,0
478,15224969,Brown,517,unknown,Male,64,5.0,211007.2505795511,4,1,1,153758.45565490943,1
479,15522624,Williams,321,France,other,43,0.0,135388.29330910643,2,99,0,153428.98994271416,0
480,15841624,Brown,452,Germany,other,53,3.0,205419.1492937432,4,99,1,137609.94567968746,1
481,15672509,Garcia,727,Spain,other,54,8.0,123494.17306846709,1,1,0,89637.81697210476,0
482,15567590,Kim,744,France,other,28,0.0,38881.10715319706,3,1,1,90022.11293518536,1
483,15772016,Muller,504,unknown,Male,46,10.0,133062.2146151572,3,1,0,41609.23515753017,0
484,15532376,Brown,399,France,Female,24,5.0,233266.08551433551,1,1,1,35583.326171327935,1
485,15534720,Muller,467,unknown,other,69,0.0,98592.74241544049,3,1,1,97049.60855199152,1
486,15941290,Muller,674,France,other,24,3.0,65717.62904659922,2,99,0,32512.339018837494,0
487,15076738,Muller,377,Spain,other,27,4.0,,4,0,1,65026.79230624629,0
488,15628150,Lee,313,Spain,Male,38,10.0,145721.2148510249,4,99,0,71232.5737930205,0
489,15126207,Brown,350,unknown,Female,41,8.0,89898.21099349245,4,99,1,50491.31869256473,0
490,15379288,Kim,823,France,Male,25,10.0,90556.55059123601,1,0,0,177004.7574564167,1
491,15811547,Kim,630,France,other,42,5.0,217018.4813647385,4,99,0,28752.477135060664,0
492,15729633,Brown,448,France,Male,52,3.0,82954.97539322686,1,0,0,176747.38056169427,0
493,15025804,Lee,367,Spain,Female,18,6.0,249617.63421585737,1,99,1,12391.09609993828,1
494,15810210,Jones,745,France,Male,53,9.0,154029.29185188693,3,1,0,174403.90219299984,0
495,15312842,Williams,827,unknown,Female,18,9.0,68052.0953172995,1,0,0,110867.47488643909,1
496,15490518,Jones,390,France,other,36,2.0,128701.72117633892,2,99,0,198062.9384219713,1
497,15801830,Muller,727,Germany,other,46,5.0,97792.3127712136,3,99,0,184588.75868284245,0
498,15864974,Muller,643,Spain,other,43,2.0,228051.60001565373,1,1,0,188813.94246686195,1
499,15560571,Williams,492,unknown,Female,43,9.0,139177.0634073995,4,1,1,189517.07198926652,0
500,15842715,Smith,503,Spain,other,53,3.0,184564.43537031402,1,99,1,13087.640892705336,1
501,15581025,Williams,330,unknown,other,63,8.0,5953.465789844568,2,1,0,128922.19366895533,1
502,15528560,Lee,717,Spain,Female,42,5.0,104098.85445189556,2,0,0,45014.16478209514,1
503,15300297,Kim,321,Spain,Female,30,2.0,11763.019860086506,4,0,0,47365.652386893715,0
504,15035649,Brown,671,unknown,Male,38,1.0,111366.08210714818,3,99,0,164955.25899698513,1
505,15287599,Kim,453,Spain,other,59,4.0,18727.24505848496,3,0,1,10104.30142932896,1
506,15126438,Garcia,470,Germany,Female,31,5.0,197388.37517484996,4,0,1,59614.501176956874,0
507,15701269,Brown,598,France,Male,47,5.0,157969.76608529224,2,0,0,113754.80538075841,1
508,15097038,Williams,489,unknown,Male,56,4.0,107079.39462991068,3,1,1,182284.1783641558,1
509,15660898,Garcia,492,Germany,Female,51,7.0,167874.8119055812,2,0,0,77072.70535258921,0
510,15643473,Smith,805,France,Male,58,8.0,16215.216683945124,3,1,0,26968.068075376552,0
511,15339008,Williams,477,France,other,65,0.0,233918.19257588696,1,1,0,171418.59959074928,1
512,15507183,Smith,784,Germany,Female,53,4.0,205395.5538849313,2,0,1,44719.057775672874,1
